  rfphase          ofphase           F070W           F090W           F115W           F150W           F200W           F277W           F356W           F444W           F560W           F770W          F1000W  
    78.75    80.8898645505             nan             nan             nan   35.5301062509   31.6167215284   28.5982168312    27.035826713    25.977124325   25.2273579066   24.7302875117   24.9611822548  
    79.25    81.4034509921             nan             nan             nan   35.6107702408   31.7824922551   28.6599020928   27.0522716281   26.0504118321   25.2138530075   24.7492035205   24.9962912034  
    79.75    81.9170374337             nan             nan             nan             nan   31.4982616924   28.6622799855   27.0603901236   26.0256179706   25.2775771282   24.7507530419   25.0479944917  
    80.25    82.4306238752             nan             nan             nan   35.6926048757   32.4534765411   28.6024318801    27.115598965   26.0442801126   25.2717798283   24.7866505027   25.0509897788  
    80.75    82.9442103168             nan             nan             nan             nan   31.8695181628   28.6743819692   27.1118399088   26.0567463493   25.2748277519     24.78587519   25.0575979341  
    81.25    83.4577967584             nan             nan             nan   35.6278847634   31.8710208277   28.7288593013     27.12880603   26.0513684339   25.3035345425   24.7899367813   25.1006026179  
    81.75       83.9713832             nan             nan             nan   34.3759998708   31.7102740696   28.7155954815   27.1403620045    26.096171392   25.2924875247   24.7822960636    25.089933221  
    82.25    84.4849696416             nan             nan             nan   34.8435442044     31.93278808   28.6106540898   27.1590140684   26.0737429203   25.3172007363   24.7992980066   25.1025983229  
    82.75    84.9985560832             nan             nan             nan             nan   31.8269806994   28.7138420522   27.1977466126   26.1106447533   25.3114553243   24.8274145846   25.1046395983  
    83.25    85.5121425248             nan             nan             nan             nan    31.780944067   28.7599609536    27.230684634   26.1069113328   25.3449283116   24.8142690136    25.116487855  
    83.75    86.0257289664             nan             nan             nan   35.6405269663   32.0727165255   28.7173436684   27.1796374478   26.1340002492   25.3684289377   24.8749663024   25.1023515335  
    84.25     86.539315408             nan             nan             nan   34.1370085376   32.1286985783    28.711833764   27.2016414532    26.136654476    25.383252862   24.8837724831   25.1461006066  
    84.75    87.0529018496             nan             nan             nan             nan   32.0116327246   28.7628482204   27.2160634716    26.122908867   25.4254929082   24.9006573743    25.177524411  
    85.25    87.5664882911             nan             nan             nan             nan   32.2395474923   28.8229891185   27.2413441003   26.1430979342   25.4098248818   24.9066350416   25.1944826531  
    85.75    88.0800747327             nan             nan             nan   35.7429394671   32.1389052155   28.9092507253   27.1473590762    26.175426233   25.3862257843   24.8968438555   25.1708565455  
    86.25    88.5936611743             nan             nan             nan             nan   32.0543135881   28.8372077525    27.258983313   26.1756926812   25.4093336525   24.9068504101   25.1792578821  
    86.75    89.1072476159             nan             nan             nan   35.6801484904   31.9887353555   28.7849023335   27.2355760108   26.2058408872   25.4042351078   24.9138359377   25.1955645081  
    87.25    89.6208340575             nan             nan             nan    35.713388842     32.22011953   28.8115616541   27.2777894176   26.2090668693    25.444815211   24.9470909978   25.1642632548  
    87.75    90.1344204991             nan             nan             nan             nan   32.7089136295   28.8272104419   27.2750577615   26.1943087793   25.4550150566   24.9425812807   25.2181783524  
    88.25    90.6480069407             nan             nan             nan             nan   32.0240318072   28.8321952871   27.2344401938   26.2312559466   25.4501055276    24.946535276   25.2218123628  
    88.75    91.1615933823             nan             nan             nan   35.7891641553   32.0690260022   28.8862327634   27.2734104944   26.2755449256   25.4869206972   24.9936814574   25.2053896636  
    89.25    91.6751798239             nan             nan             nan   35.7335177887   32.0674310136   28.9430910038   27.2957066239   26.2425102658   25.4792786437     24.97905412   25.2882197827  
    89.75    92.1887662655             nan             nan             nan   35.0609421355   32.3250468806   28.8674437172   27.3177327817   26.2698990947   25.5121343921   24.9688354324   25.2409256336  
